Добровик|Оружие. Предмет. При использовании крутишь Колесо добра и заряжаешь выпавшее в Добровик, сам при этом не выполняя пункт, но удаляешь его из своего Колеса. Двое ближайших стримеров впереди тебя или двое ближайших стримеров позади тебя выполняют заряженное Колесо. Если ближайших стримеров получается больше двух - учитываются все. Напиши «Дарю добро» в комментарии взаимодействия.
Шпага|Оружие. Предмет. При использовании двигаешь ближайшего к тебе стримера на три клетки назад, а также жертва получает Дырявый инвентарь. Если ближайших стримеров несколько, то жертва на твой выбор.
Братская мортира|Оружие. Предмет. При использовании собери в дискорде еще двух человек. Теперь вы втроем можете выстрелить любым количеством ваших Бомб любого типа в любых других стримеров на свой выбор по принципу одна Бомба любого типа = один выстрел = одно взаимодействие. Выстрелившая Бомба любого типа взрывается у жертвы с соответствующими последствиями. Бомбы любого типа у вас при этом уничтожаются. Можно стрелять только в тех кто онлайн. Целей может быть несколько.
Ядовитое облако|Оружие. Предмет. При использовании все стримеры в онлайне, находящиеся на расстоянии 20 клеток от тебя получают по минус 2 очка каждый и идут на одну клетку назад.
Призрачный клинок|Оружие. Предмет. При использовании двигаешь любого другого стримера на одну клетку назад или вперед на твой выбор. Жертва также получает столько минус очков, сколько Предметов у тебя в инвентаре. Минусочковый урон удваивается и перенаправляется на тебя при взаимодействии с целью у которой -30 очков и менее.
Водяная пушка|Оружие. Предмет. При использовании выдет столько Гремлинов любому другому стримеру сколько у него в инвентаре Гремлинских предметов.
Водяной пистолет|Оружие. Предмет. При использовании у любого другого стримера в онлайне убираются все примечания с одного объекта инвентаря. Жертва также получает минус 5 очков.
К.Е.К.|Оружие. Предмет. Катапульта Естественного Контента. При использовании выстреливаешь любым количеством Бегемотов, Моллюсков, Ящиков Пандоры, Сейфов и Свиней-копилок в любого другого стримера на твой выбор. Если при этом в Бегемоте, Моллюске, Ящике Пандоры, Сейфе и\или в Свинье-копилки есть какое-то содержимое, то оно падает жертве в инвентарь. Если содержимого нет, то минус очко и шаг назад за каждый Предмет в котором нет содержимого.
Кукумберка|Оружие. Предмет. При использовании можешь выстрелить любым количеством своих Огурцов в любых других стримеров на свой выбор по принципу один Огурец = один выстрел = одно взаимодействие. Жертва двигается на одну клетку назад и получает по минус очку за каждый прилетевший в нее Огурец.
Мясная пушка|Оружие. Предмет. Можно использовать только на клетку на которой находится два и более стримеров. При использовании все стримеры, находящиеся на одной клетке бросают монетку на шаг вперед или шаг назад.
Свинтовка|Оружие. Свиной Предмет. При использовании двигаешь любого другого стримера на одну клетку вперед или назад на свой выбор. Если жертва попала таким образом на серую клетку, то ей передается твой Эффект без счетчика (если он у тебя есть). Если жертва попала таким образом на любую цветную клетку (кроме белой и серой), то ей передается один любой твой Эффект со счетчиком (если он у тебя есть).
Редкое Копье|Оружие. Предмет. При использовании все стримеры, находящиеся на расстоянии десяти клеток и менее от тебя, включая тех кто стоит с тобой на одной клетке, идут на одну клетку назад. Жертвы также получают минус очко. Минусочковый урон удваивается и перенаправляется на тебя при взаимодействии с целью у которой -30 очков и менее.
Улучшенное Копье|Оружие. Предмет. При использовании все стримеры, находящиеся на расстоянии пятнадцати клеток и менее от тебя, включая тех кто стоит с тобой на одной клетке, идут на одну клетку назад. Жертвы также получают минус очко. Минусочковый урон удваивается и перенаправляется на тебя при взаимодействии с целью у которой -30 очков и менее.
Эпическое Копье|Оружие. Предмет. При использовании все стримеры, находящиеся на расстоянии двадцати клеток и менее от тебя, включая тех кто стоит с тобой на одной клетке, идут на одну клетку назад. Жертвы также получают минус очко. Минусочковый урон удваивается и перенаправляется на тебя при взаимодействии с целью у которой -30 очков и менее.
Инферно|Оружие. Предмет. При использовании двигаешь любого другого стримера, а также стримеров, находящихся от жертвы на расстоянии пять клеток, на одну или две клетки назад на твой выбор. Жертва или жертвы также получают минус 2 очка. Минусочковый урон удваивается и перенаправляется на тебя при взаимодействии с целью у которой -30 очков и менее.
Стар Платинум|Оружие. Предмет. Можно использовать только на стримера, который стоит с тобой на одной клетке. Если таких стримеров несколько - действует на всех. При использовании двигаешь стримера на ближайшую серую клетку, находящуюся позади. Если таких серых клеток несколько - выбор за тобой. Жертва также получает минус 5 очков. Минусочковый урон удваивается и перенаправляется на тебя при взаимодействии с целью у которой -30 очков и менее.
Оружинатор|Оружие. Предмет. При использовании уничтожает все Оружия в инвентарях всех стримеров в онлайне (включая тебя). Каждый стример идет на столько клеток назад сколько Оружия было у него в инвентаре. У кого не было Оружия получают минус очко. Нельзя использовать если Оружия нет ни у кого в онлайне.
Поджопник|Оружие. Предмет. При использовании передвигает ближайшего стримера впереди тебя на одну клетку вперед. Жертва также получает минус очко. Если ближайших стримеров несколько, то жертва на твой выбор. Минусочковый урон удваивается и перенаправляется на тебя при взаимодействии с целью у которой -30 очков и менее.
Подложенная свинья|Свиной Предмет. При использовании подкладываешь игру любому другому стримеру на свой выбор из тех игр, что ты прошел в текущем сезоне RGG-LAND. У выбранного стримера игра добавляется в инвентарь в виде Спецролла («Подложенная свинка» с указанной игрой). Нельзя подложить игру, которую можно реролльнуть по правилам Реролла игр. Нельзя подложить игру из списка Дембельский поезд. Подложенную Свинку нельзя будет реролльнуть никаким способом.
Эпическая Свинья|Свиной Предмет. При использовании передаешь все свои Эффекты любому другому стримеру на свой выбор.
Поросеночек|Свиной Предмет. При использовании передаешь один любой Предмет из своего инвентаря любому другому стримеру на свой выбор. Нельзя передать Свиной Предмет.
Проклятая Свинья|Свиной Предмет. При использовании передаешь один любой Эффект из своего инвентаря любому другому стримеру на свой выбор и получаешь за это минус 5 очков.
Золотая Свинья|Свиной Предмет. При использовании передаешь один любой Эффект из своего инвентаря любому другому стримеру на свой выбор. Затем бросаешь монетку на передачу еще одного любого Эффекта тому же стримеру или ничего до тех пор пока не прокнет «ничего» или нечего будет передавать.
Бомбическая Свинья|Свиной Предмет. При использовании выдаешь любой тип Бомбы на твой выбор любому другому стримеру. Если в твоем инвентаре при этом есть какие-либо Бомбы, то они все также переходят жертве.
СпецСвин|Свиной Предмет. При использовании передаешь один любой Спецролл из своего инвентаря любому другому стримеру на свой выбор.
Эпический СпецСвин|Свиной Предмет. При использовании передаешь все Спецроллы из своего инвентаря любому другому стримеру или любым другим стримерам на свой выбор. Можно отправить как все Спецроллы кому-то одному, так и устроить массовую раздачу.
Свинья-копилка|Свиной Предмет. При использовании кладешь в копилку свои очки с их текущим знаком, у тебя должно стать ноль очков. Значение очков со знаком указывается в Копилке. Очки можно положить только в пустую Свинью-копилку. Очками, находящимися в Свинье-копилке нельзя воспользоваться. В случае уничтожения, содержимое Свиньи-копилки зачисляются в твой баланс очков, а сама Свинья-копилка уничтожается. Невозможно превратить во что-либо.
Пожилая подложенная свинья|Свиной Предмет. При использовании подкладываешь игру любому другому стримеру на свой выбор из тех игр, что ты прошел в любых сезонах RGG-LAND, в которых ты участвовал (кроме текущего). У выбранного стримера игра добавляется в инвентарь в виде Спецролла («Пожилая подложенная свинка» с указанной игрой). Нельзя подложить игру, которую можно реролльнуть по правилам Реролла игр. Нельзя подложить игру из списка Дембельский поезд. Пожилую подложенную свинку нельзя будет реролльнуть никаким образом. Если текущий сезон RGG-LAND твой первый сезон - подкладываешь из него.
Свиная шляпа|Свиной Предмет. При использовании заставляешь выполнить любого другого стримера в онлайне любой из пунктов Волшебная шляпа на твой выбор. В пункте должно быть написано «Вот это фокус!». Нельзя выбрать Волшебную шляпу, которую стример не сможет выполнить.
Троянская свинья|Свиной Предмет. При использовании подкладываешь любому другому стримеру в инвентарь Свинью с примечанием «Минус 10 очков при использовании».
Свиная педалька|Свиной Предмет. При использовании отдаешь выпавший пункт Колеса добра любому другому стримеру в онлайне на свой выбор. Ты при этом выпавший пункт не выполняешь.
Банка тушенки|Свиной Предмет. Ничего не делает, но при ее уничтожении все стримеры в онлайне, включая тебя, получают Банку с пиявками. Банка с пиявками выдается всем только если хозяин Банки тушенки онлайн. Если хозяин Банки тушенки оффлайн, то она уничтожается без последствий.
Картофельная хрюшка|Свиной Предмет. При использовании выдаешь любому другому стримеру на твой выбор Картошку с счетчиком 2.
Поросячий талон|Свиной Предмет. При использовании крутишь список Предметы и отдаешь выпавший Предмет любому стримеру в онлайне, кроме себя, на твой выбор.
Ебануто живучая свинья|Свиной Предмет. При использовании передаешь один любой Эффект из своего инвентаря любому другому стримеру на свой выбор. Невозможно украсть и уничтожить.
Беконатор|Свиной Предмет. При использовании уничтожает все Свиные Предметы в инвентарях всех стримеров в онлайне (включая тебя). Каждый стример идет на столько клеток назад сколько Свиных Предметов было у него в инвентаре. У кого не было Свиных Предметов получают минус очко. Нельзя использовать если Свиных Предметов нет ни у кого в онлайне.
Печенька|Съедобный Предмет. При использовании получаешь плюс очко и удаляешь один любой Спецролл в своем инвентаре. Нельзя использовать если Спецроллов нет или они все неуничтожаемые.
Конфетка|Съедобный Предмет. При использовании получаешь плюс очко.
Шоколадка|Съедобный Предмет. При использовании получаешь плюс 2 очка.
Тортик|Съедобный Предмет. При использовании получаешь плюс 3 очка.
Шашлык|Съедобный Предмет. При использовании получаешь плюс 4 очка.
Пицца|Съедобный Предмет. При использовании получаешь плюс 5 очков.
Сладкий рулет|Съедобный Предмет. При использовании получаешь плюс 6 очков.
Безе|Съедобный Предмет. При использовании бросаешь кубик d4 до тех пор пока не выпадет 1. Максимум 10 бросков. Получаешь плюс очко за каждый бросок, который не 1. При бросании данного кубика ты не учитываешь имеющиеся у тебя Эффекты в инвентаре и глобальные ивенты, влияющие на бросок кубика.
Морская капуста|Съедобный Предмет. При использовании получаешь минус очко.
Рыбий жир|Съедобный Предмет. При использовании получаешь минус 2 очка.
Баклажан|Съедобный Предмет. При использовании получаешь минус 3 очка.
Сюрстреминг|Съедобный Предмет. При использовании получаешь минус 4 очка.
Брокколи|Съедобный Предмет. При использовании получаешь минус 5 очков.
Мухомор|Съедобный Предмет. При использовании получаешь минус 6 очков.
Дубайская шоколадка|Съедобный Предмет. При использовании получаешь плюс 20 очков, но есть нюанс - можно использовать только если твой донат-гол для Колеса добра составляет 5000 ₽ и более.
Сгущенка|Съедобный Предмет. При использовании выбери что получишь: Шаг вперед или плюс 2 очка или три крутки Колеса добра.
Варенка|Съедобный Предмет. При использовании выбери что получишь: Два шага вперед или плюс 4 очка или шесть круток Колеса добра.
Кексик|Съедобный Предмет. Может быть использован только если у тебя ноль очков. При использовании получаешь плюс 5 очков.
Апельсин|Съедобный Предмет. При использовании получаешь плюс 2 очка и идешь на одну клетку вперед.
Сельдерей|Съедобный Предмет. При использовании получаешь плюс очко и идешь на три клетки назад.
Белый мед|Съедобный Предмет. При использовании уничтожает все твои Эффекты.
Колобок|Съедобный Предмет. При использовании подбрасывается монетка с исходами: плюс 3 очка или Колобок укатывается к рандомно выбранному стримеру, находящемуся в онлайне. Если онлайн никого нет, то использовать Колобка нельзя. Сюжетная броня, увы.
Светлое Пиво|Съедобный Предмет. Бахни пивка для рывка! При использовании идешь на одну клетку вперед.
Улучшенное Светлое Пиво|Съедобный Предмет. Бахни пивка для рывка! При использовании идешь на две клетки вперед.
Редкое Светлое Пиво|Съедобный Предмет. Бахни пивка для рывка! При использовании идешь на три клетки вперед.
Эпическое Светлое Пиво|Съедобный Предмет. Бахни пивка для рывка! При использовании передвигаешься на одну, две или три клетки вперед на свой выбор.
Золотое Светлое Пиво|Съедобный Предмет. Бахни пивка для рывка! При использовании идешь на одну клетку вперед. Затем бросаешь монетку на еще один шаг вперед или ничего до тех пор пока не прокнет «ничего».
Темное Пиво|Съедобный Предмет. При использовании идешь на одну клетку назад.
Улучшенное Темное Пиво|Съедобный Предмет. При использовании идешь на две клетки назад.
Редкое Темное Пиво|Съедобный Предмет. При использовании идешь на три клетки назад.
Эпическое Темное Пиво|Съедобный Предмет. При использовании передвигаешься на одну, две или три клетки назад на свой выбор.
Золотое Темное Пиво|Съедобный Предмет. При использовании идешь на одну клетку назад. Затем бросаешь монетку на еще один шаг назад или ничего до тех пор пока не прокнет «ничего».
Ракерштекс|Съедобный Предмет. При использовании увеличивает действие от использования любого Пива на 1. Можно использовать только вместе с любым Пивом. Один Ракерштекс можно использовать только с одним Пивом (не стакаются).
Арбуз|Съедобный Предмет. Можно использовать только если ты находишься в зоне Обхода. При использовании телепортирует тебя на последнюю клетку той зоны Обхода, в которой ты находишься.
Арбус|Съедобный Предмет. Можно использовать только если ты находишься в зоне Обхода. При использовании телепортирует тебя на первую клетку той зоны Обхода, в которой ты находишься.
Чеснок|Съедобный Предмет. При использовании брось кубик d8. Затем стример или стримеры, которые стоят с тобой на одной клетке и\или находятся на расстоянии 15 клеток от тебя в любую сторону, идут назад на число, выпавшее на кубике d8.
Сладкий пирожок|Съедобный Предмет. При использовании выбери любого другого стримера в онлайне на свой выбор. Выбранный стример получает плюс очко и крутит бесплатное Колесо добра.
Лук-оборотень|Съедобный Предмет. При использовании получаешь 25 Слез или Лук-оборотень работает как Автомат. Если выбрал Автомат, то обязан использовать его прямо сейчас.
Баунти|Съедобный Предмет. При использовании, ты и любой другой стример на твой выбор получаете по плюс очку.
Твикс|Съедобный Предмет. При использовании, тебе необходимо выбрать любого другого стримера и решить кто из вас получит плюс очко, а кто минус очко.
Борщ|Съедобный Предмет. При использовании дает плюс очко за каждые 2 часа твоего текущего стрима.
Солянка|Съедобный Предмет. При использовании дает плюс очко за каждые 3 часа твоего текущего стрима.
Щи|Съедобный Предмет. При использовании дает плюс очко за каждые 4 часа твоего текущего стрима.
Шоколадный пудинг|Съедобный Предмет. При использовании выбери любого другого стримера в онлайне на свой выбор. Выбранный стример получает плюс 2 очка, а ты получаешь плюс очко, но идешь на один шаг назад.
Энергетический батончик|Съедобный Предмет. При использовании делит твои минус очки пополам. Если очков нечетное количество, то они округляются ближе к нулю.
Шавуха|Съедобный Предмет. При использовании брось кубик d4 и пройди вперед на столько клеток сколько выпало на кубике, а также получи столько же плюс очков.
Банан|Съедобный Предмет. При использовании получаешь плюс очко, а ближайший стример позади тебя идет на одну клетку назад. Если ближайших стримеров несколько, то учитываются все. Нельзя использовать если позади тебя никого нет.
Шоколадная медаль|Съедобный Предмет. При использовании работает как Шоколадка либо бросаешь монетку на получение двух Шоколадок или ничего.
Активированный уголь|Съедобный Предмет. Используется вместе с Предметом, который дает тебе минус очки и ничего больше. При использовании меняет получаемые минус очки от Предмета на плюс очки.
Йогурт|Съедобный Предмет. При использовании получаешь плюс очко и улучшаешь пищеварение. Сразу же после использования Йогурта можно использовать один Предмет, игнорируя примечание, а если таких Предметов нет, то и не судьба тогда.
Булочка|Съедобный Предмет. При использовании выбери рандомного стримера в онлайне (кроме себя). Выбранный стример крутит три Колеса добра, а ты получаешь плюс очко. Нельзя использовать если ты единственный в онлайне.
Гриб-полиморф|Съедобный Предмет. При использовании бросаешь кубик d4 и идешь на выпавшее число, если сейчас четный час (по твоему текущему времени) - вперед, если нечетный - назад.
Вино|Съедобный Предмет. При покупке или получения этого Предмета из Колеса добра - добавь дату и время получения в примечание. При использовании, получаешь столько плюс очков сколько полных дней Вину +1. Если примечание оказалось удалено по любым причинам, пишется новая дата и счет начинается с начала.
Карамелька|Съедобный Предмет. При использовании идешь на одну или на три клетки вперед на твой выбор.
Ырбуз|Съедобный Предмет. Используется только если ты находишься на числовых клетках в фазе хода 2. При использовании, телепортируешься вперед до начала следующего десятка по нумерации клетки. Например, если стоишь на клетках 41-49, то передвигаешься на клетку 50. Нельзя использовать если стоишь на числовой клетке, оканчивающейся на 0.
Ярбуз|Съедобный Предмет. Используется только если ты находишься на числовых клетках в фазе хода 2. При использовании, телепортируешься назад до начала следующего десятка по нумерации клетки. Например, если стоишь на клетках 41-49, то передвигаешься на клетку 40. Нельзя использовать если стоишь на числовой клетке, оканчивающейся на 0.
Фрикаделька|Съедобный Предмет. При использовании получаешь минус 2 очка и идешь на одну или две клетки назад на твой выбор, но если сейчас на месте Хоста не Нюк, то вместо этого ты получаешь плюс 2 очка и идешь на одну или две клетки вперед на твой выбор.
Бублик|Съедобный Предмет. При использовании получаешь плюс 2 очка. Либо если используешь Бублик перед броском на ход, то при выпадении единицы на одном любом кубике, Бублик превращает ее в 10.
Сыр|Съедобный Предмет. При использовании получаешь плюс очко и роллишь список Крысиные Предметы, добавляя выпавшее себе в инвентарь.
Жгучий перчик|Съедобный Предмет. При использовании получаешь минус 5 очков и крутишь пять бесплатных Колес добра.
Лаваш|Съедобный Предмет. При использовании превращает пять любых Съедобных Предметов в твоем инвентаре в Шавуху. Если хотя бы один из используемых для превращения Съедобных Предметов - Легендарный, то получаешь три Шавухи.
Онигири|Съедобный Предмет. При использовании получаешь плюс 3 очка и идешь на одну клетку вперед или назад на твой выбор.
Пончик|Съедобный Предмет. При использовании получаешь минус очко и понижаешь стоимость Колеса добра на 300 ₽. Нельзя использовать если твоя цена Колеса добра 300 ₽.
Сосиска|Съедобный Предмет. При использовании кинь монетку со следующими исходами: Плюс очко и шаг вперед ИЛИ шаг назад.
Неизвестный гриб|Съедобный Предмет. При использовании получаешь плюс 3 очка, а затем бросаешь кубик d6 и получаешь столько минус очков сколько выпало на кубике.
Кефир|Съедобный Предмет. При использовании уничтожает все твои Эффекты со счетчиком без каких-либо последствий.
Бешеный Огурец|Съедобный Предмет. При использовании брось монетку на следующие исходы: Все стримеры в онлайне, включая тебя, идут на шаг назад и получают плюс очко ИЛИ Все стримеры в онлайне, включая тебя, идут на шаг вперед и получают минус очко.
Китайский Змеевидный Огурец|Съедобный Предмет. При использовании все в онлайне, кроме тебя, получают минус 2 очка.
Семечки|Съедобный Предмет. При использовании получаешь плюс очко и Шелуху.
Карамбола|Съедобный Предмет. При использовании получаешь плюс очко, идешь на одну клетку вперед и крутишь одно Колесо добра.
Маринованный огурчик|Съедобный Предмет. Относится только к стримерам, находящимся в онлайне, включая тебя. Стримеры, находящиеся на нечетных клетках, передвигаются на две клетки назад. Стримеры, находящиеся на четных клетках, передвигаются на две клетки вперед. Стримеры, которые находятся на клетках без номера идут на две клетки назад. На клетке с кубиками, кубики бросаются как обычно. Также все стримеры в онлайне получают по минус 2 очка кроме тебя.
Дыня|Съедобный Предмет. При использовании получаешь плюс очко за каждого стримера, который находится на расстоянии 10 клеток и менее от тебя.
Изумрудный поток|Съедобный Предмет. При использовании ты обращаешься к силе Земли и одариваешь всех стримеров в онлайне включая себя дождем из огуречного сока. Стримеры, находящиеся на нечетных клетках, выполняют передвижение по следующей схеме: Шаг назад, два шага вперед, шаг назад. Стримеры, находящиеся на четных клетках, выполняют передвижение по следующей схеме: Шаг вперед, два шага назад, шаг вперед. Стримеры, находящиеся на клетках без номера, ликуют и получают минус очко!
Юрбуз|Съедобный Предмет. Можно использовать только если ты находишься в биоме жабберского леса. При использовании телепортирует тебя на клетку 167.
Ром|Съедобный Предмет. Можно использовать только если у тебя положительный баланс очков. При использовании меняешь свои очки на крутки Колеса добра по курсу 1 очко = 1 крутка. Необходимо отнять у себя желаемое количество очков и покрутить Колесо добра соответствующее количество раз.
Гриб-невидимка|Съедобный Предмет. При использовании получаешь плюс 4 очка и идешь на четыре клетки вперед. При появлении в инвентаре необходимо дописать примечание «Невозможно использовать».
Перезревший огурец|Хлам. Ничего не делает, но при уничтожении срабатывает как Огурец.
Подсолнух|Предмет. Ничего не делает, но при уничтожении дает пять Семечек.
Фея|Предмет. При использовании, все стримеры в онлайне, включая тебя, у которых отрицательный баланс очков бросают монетку на плюс очко или плюс 2 очка.
Улучшенная Фея|Предмет. При использовании, все стримеры в онлайне, включая тебя, у которых отрицательный баланс очков бросают d4 и получают столько плюс очков сколько выпало на кубике.
Редкая Фея|Предмет. При использовании, все стримеры в онлайне, включая тебя, у которых отрицательный баланс очков бросают d6 и получают столько плюс очков сколько выпало на кубике.
Эпическая Фея|Предмет. При использовании, все стримеры в онлайне, включая тебя, у которых отрицательный баланс очков бросают d8 и получают столько плюс очков сколько выпало на кубике.
Проклятая Фея|Предмет. При использовании, все стримеры в онлайне, включая тебя, у которых положительный баланс очков бросают d6 и получают столько минус очков сколько выпало на кубике.
Колесная Фея|Предмет. При использовании, все стримеры в онлайне, включая тебя, бросают d4 и получают столько круток Колес добра сколько выпало на кубике.
Пинковоз|Предмет. При использовании брось кубик d8 и иди вперед на столько клеток сколько выпало на кубике. При этом если на пути оказались другие стримеры, которые при этом находятся онлайн, то они все кидают кубик d6 и идут на выпавшее число назад. Стримеры, стоящие с тобой на одной клетке, считаются стримерами попавшимися на пути. За каждого сбитого таким образом стримера, идешь на одну дополнительную клетку вперед. Если на пути никого не оказалось из тех кто онлайн, то тогда ты получаешь столько плюс очков на сколько клеток продвинулся вперед.
Пропеллер|Предмет. При использовании бросаешь кубик d4. Сколько очков выпало на кубике - на столько шагов вперед передвигаешься. При этом ближайший стример позади тебя или стоящий с тобой на одной клетке - передвигается на то же число назад. Если таких стримеров несколько - передвигаются все.
Квантовый прыжок|Предмет. При использовании брось кубик d8 и иди вперед или назад по своему желанию на выпавшее число. Если таким образом ты проходишь через других участников, то забираешь их с собой и ставишь вместе с собой на ту клетку куда пришел. Стримеры, которые стояли с тобой на одной клетке, считаются стримерами через которых ты прошел.
Реролл|Предмет. При использовании рероллишь свою текущую игру.
Эпический реролл|Предмет. При использовании рероллишь свою текущую игру, бросок монетки, ролл стримера, ролл Магазина или Колесо добра.
